,Unnamed: 0,id,original_tweet,tweet,lat,lng,place,date,sentiment,cleaned_tweet,mentions
790,790,1479412368626966535,"@LOLANA @seasideguy01 @Petitioner007 @PRGuy17 No, its about his  vaccination/medical exemption.    He is not vaccinated (or at least he won't reveal his vaccination status) and he does not appear to have  grounds  for medical exemption.   He knew, when he embarked on this trip, that he would have to validate his ""exemption"".",vaccinationmedical exemption vaccinated least wont reveal vaccination status appear grounds medical exemption knew embarked trip would validate exemption,-37.8136,144.9631,Victoria,2022-01-07 22:19:29,0,exemption least wont reveal vaccination status appear grounds medical exemption knew trip would validate exemption,"{'@Petitioner007', '@seasideguy01', '@LOLANA', '@PRGuy17'}"
791,791,1479412907620253699, https://t.co/Kb1daWGf6K I suppose death and agony is fun for these evil fuckers. I just got to laugh at these fucking murderous witches.I'm blind as fuck here. Like my luxury suite.They living it up on our hard earned money. Here. I will prescribe medicine  https://t.co/373rZVO2Fr  https://t.co/oRPIRE1w42,suppose death agony fun evil fuckers got laugh fucking murderous witchesim blind fuck like luxury suitethey living hard earned money prescribe medicine,-38.15,144.35,Victoria,2022-01-07 22:21:37,0,suppose death agony fun evil got laugh murderous blind like luxury living hard money prescribe medicine,set()
792,792,1479414624470532098,"I person over the age of 60 with out a underlying medical condition would be a freak wouldn't they, I hear that comment alot but it surely doesn't  mean they would have died with out a covid infection so what is the point of saying it ?",person age underlying medical condition would freak wouldnt hear comment alot surely doesnt mean would died covid infection point saying,-19.2564,146.8183,Queensland,2022-01-07 22:28:27,0,person age underlying medical condition would freak wouldnt hear comment surely doesnt mean would covid infection point saying,set()
793,793,1479416370588635138,@worldinred He does not have a medical exemption for a vaccine to enter the Country. Having Covid is not an ongoing health condition. Tennis Australia gave him an exemption to play in the Open . They have zero authority to give an exemption to enter the Country.  Novak fucked novak,medical exemption vaccine enter country covid ongoing health condition tennis australia gave exemption play open zero authority give exemption enter country novak fucked novak,-37.8136,144.9631,Victoria,2022-01-07 22:35:23,0,medical exemption vaccine enter country covid ongoing health condition tennis gave exemption play open zero authority give exemption enter country,{'@worldinred'}
794,794,1479419598021693441,"It’s weird how the “I’m not anti-trans, I’m pro-women’s rights” crowd exclude trans or nonbinary women from anything from that definition and their solution basically involves denial of everything up to and including medical services, crisis accommodation and welfare to transfolx",weird im antitrans im prowomens rights crowd exclude trans nonbinary women anything definition solution basically involves denial everything including medical services crisis accommodation welfare transfolx,-31.9522,115.8589,Western Australia,2022-01-07 22:48:13,0,weird crowd exclude anything definition solution basically denial everything medical crisis accommodation welfare,set()
795,795,1479419777416241154,"@MizFunSized_K Right, so why was the PM publicly saying that Victoria made the decision to let him enter? Why was another player with the same (invalid) medical exemption let through the border by the Cth only to be put in detention tonight? The communication &amp; inconsistency is really poor",right pm publicly saying victoria made decision let enter another player invalid medical exemption let border cth put detention tonight communication amp inconsistency really poor,-34.4331,150.8831,New South Wales,2022-01-07 22:48:55,0,right publicly saying made decision let enter another player invalid medical exemption let border put detention tonight communication inconsistency really poor,{'@MizFunSized_K'}
796,796,1479422016662827009,@PaulKend999 @BenRothenberg And did the so called independent medical panels just sign off on the documents without any questions? Were they aware of previous covid infections not being grounds for an exemptions. Sounds like a few shortcuts taken ending in implosion,called independent medical panels sign documents without questions aware previous covid infections grounds exemptions sounds like shocuts taken ending implosion,-37.8136,144.9631,Victoria,2022-01-07 22:57:49,0,independent medical sign without aware previous covid grounds like taken ending implosion,"{'@PaulKend999', '@BenRothenberg'}"
797,797,1479426875193651200,"@SuxHypocrisy @Nathleigh @GregHuntMP It’s not a race it’s not a competition that is why #ScottyDoesNothingTooLate is the cause of the out of control #OmicronVarientPandemic which  is causing Australia wide businesses to close, medical staff to get ill/PTSD, resign, ambulances/hospitals to go on ‘red alert’ etc❗️😷",race competition scottydoesnothingtoolate cause control omicronvarientpandemic causing australia wide businesses close medical staff get illptsd resign ambulanceshospitals go red ale etc,-37.8136,144.9631,Victoria,2022-01-07 23:17:08,0,race competition cause control causing wide close medical staff get resign go red ale,"{'@GregHuntMP', '@Nathleigh', '@SuxHypocrisy'}"
798,798,1479432769952309254,"@KaraLambo @Bababooie42 If she is in Melbourne, the Medical Centre at Taylor’s Lake has appointments, we got one for Tuesday this afternoon",melbourne medical centre taylors lake appointments got one tuesday afternoon,-37.8136,144.9631,Victoria,2022-01-07 23:40:33,0,medical lake got one afternoon,"{'@Bababooie42', '@KaraLambo'}"
799,799,1479434610140278785,@7RockLists 😅 Fair enough.  2 Bon Jovi songs came to mind instantly. You Give Love a Bad Name &amp; Bad Medicine. I'll vote for one of them but not sure which one yet. I'm actually getting a lot of songs come to mind now. 😁,fair enough bon jovi songs came mind instantly give love bad name amp bad medicine ill vote one sure one yet im actually getting lot songs come mind,-38.15,144.35,Victoria,2022-01-07 23:47:52,0,fair enough bon came mind instantly give love bad name bad medicine ill vote one sure one yet actually getting lot come mind,{'@7RockLists'}
800,800,1479435579406241794,@nomorehottakes @bentbananabooks Two different processes. An exemption to play in AO which was determined by the independent medical panels and then the visa requirements which is a totally different process,two different processes exemption play ao determined independent medical panels visa requirements totally different process,-37.8136,144.9631,Victoria,2022-01-07 23:51:43,1,two different exemption play determined independent medical visa totally different process,"{'@nomorehottakes', '@bentbananabooks'}"
801,801,1479449833559642112,"No president can stay in office with 200 k died of covid, @JoeBiden u are at 400k and counting with 3 vaccines donated to u by the real president Trump!  https://t.co/m5zK0TPWtg",president stay office k died covid u counting vaccines donated u real president trump,-28.0167,153.4,Queensland,2022-01-08 00:48:21,0,president stay office k covid u counting donated u real president trump,{'@JoeBiden'}
802,802,1479489466939043844,US Army Creates Single Vaccine Against All COVID &amp; SARS Variants   https://t.co/AQVZoCDx5J  #Covid  #CovidVaccines,us army creates single vaccine covid amp sars variants covid covidvaccines,-34.9289,138.6011,South Australia,2022-01-08 03:25:51,0,us army single vaccine covid covid,set()
803,803,1479529721821945856,@LesStock @EmilyBenammar @julianlinden @TennisAustralia Tennis Australia warned all players the medical exemption did not Guarantee entry to Australia,tennis australia warned players medical exemption guarantee entry australia,-37.8136,144.9631,Victoria,2022-01-08 06:05:48,0,tennis medical exemption guarantee entry,"{'@TennisAustralia', '@LesStock', '@EmilyBenammar', '@julianlinden'}"
804,804,1479541095293804545,@GailCoastie The PBS is the Pharmaceutical Benefits Scheme. It has nothing to do with medical procedures. Breast Screening is done at Breast Screen clinics &amp; is funded by State Health &amp; Federal Health Depts.,pbs pharmaceutical benefits scheme nothing medical procedures breast screening done breast screen clinics amp funded state health amp federal health depts,-34.4331,150.8831,New South Wales,2022-01-08 06:51:00,0,pharmaceutical scheme nothing medical breast screening done breast screen funded state health federal health,{'@GailCoastie'}
805,805,1479551903381929984,"Omicron crisis shows our political leaders haven't learnt from past COVID mistakes, they just wait to listen to the mob  https://t.co/1DFacyFfIz via @ABCaustralia",omicron crisis shows political leaders havent learnt past covid mistakes wait listen mob via,-42.8806,147.325,Tasmania,2022-01-08 07:33:57,0,omicron crisis political havent learnt past covid wait listen mob via,{'@ABCaustralia'}
806,806,1479554194486956032,"Hear, hear, @latingle. ☹ #COVID19 #nswpol #auspol #fail HT #Omicron crisis shows our political leaders haven't learnt from past #COVID mistakes, they just wait to listen to the mob ... instead of leading.  https://t.co/8MASKuCL5J via @ABCaustralia",hear hear nswpol auspol fail ht omicron crisis shows political leaders havent learnt past covid mistakes wait listen mob instead leading via,-27.5667,151.95,Queensland,2022-01-08 07:43:03,0,hear hear fail omicron crisis political havent learnt past covid wait listen mob instead leading via,"{'@ABCaustralia', '@latingle'}"
807,807,1479555951401201664,"Covid testing time, a close contact. No symptoms. At Brighton Golf course.  Testing starts 8am, joined the queue from 7.30am.  Thanks to all involved in testing: marshalls, medical staff. Very organised. A long day for these folks and those that join the queue last today.  https://t.co/e3GlVe9u6b",covid testing time close contact symptoms brighton golf course testing stas joined queue thanks involved testing marshalls medical staff organised long day folks join queue last today,-37.8136,144.9631,Victoria,2022-01-08 07:50:02,1,covid testing time close contact golf course testing queue thanks involved testing medical staff long day join queue last today,set()
808,808,1479560927074611202,"@karenhenry1012 @NHS_HealthEdEng @skillsforcare @pspicer01 #Oliverscampaign I absolutely agree. Oliver’s training is not everything, it’s about awareness covering essential key areas, but it will be delivered to every health &amp; Social Care practitioner across England including undergraduate medical students  https://t.co/JmdrzGVpdy",oliverscampaign absolutely agree olivers training everything awareness covering essential key areas delivered every health amp social care practitioner across england including undergraduate medical students,-34.4331,150.8831,New South Wales,2022-01-08 08:09:48,1,absolutely agree training everything awareness covering essential key every health social care practitioner across undergraduate medical,"{'@skillsforcare', '@karenhenry1012', '@pspicer01', '@NHS_HealthEdEng'}"
809,809,1479563101393481730,"Pregnant, elderly and immunocompromised advised to stay at home for six weeks. So who is ""elderly?"" 60 plus, 70 plus? -  Health workers with COVID 19 but no symptoms may need to work due to staffing crisis   https://t.co/QDGc0ZfGlz",pregnant elderly immunocompromised advised stay home six weeks elderly plus plus health workers covid symptoms may need work due staffing crisis,-42.8806,147.325,Tasmania,2022-01-08 08:18:26,0,pregnant elderly advised stay home six elderly plus plus health covid may need work due crisis,set()
810,810,1479563718350409728,@JonDaley7 I've seen my mates have it across the world and more locally.  All vaccinated and recovered within few days.  Omicron seems to pass through fairly quickly if people rest and recover.,ive seen mates across world locally vaccinated recovered within days omicron seems pass fairly quickly people rest recover,-27.5667,151.95,Queensland,2022-01-08 08:20:54,0,seen across world locally within days omicron pass fairly quickly people rest recover,{'@JonDaley7'}
811,811,1479566187612622849,"Head of AMA says hospitals at breaking point. Paul Kelly, Chief Medical Officer, says ""we have plenty of capacity"". Beggers belief. @drkerrynphelps @latingle",head ama says hospitals breaking point paul kelly chief medical officer says plenty capacity beggers belief,-34.4331,150.8831,New South Wales,2022-01-08 08:30:42,0,head ama breaking point kelly chief medical officer plenty capacity belief,"{'@drkerrynphelps', '@latingle'}"
812,812,1479568164975366145,Any ideas (apart from landfill) on what we are now to do with millions of single use ultra violet torches in Aussie medicine cupboards? @TGAgovau #HoughPharma #covidtest   https://t.co/FiF1aGjK1N  https://t.co/nVVjdaukww,ideas apa landfill millions single use ultra violet torches aussie medicine cupboards houghpharma covidtest,-34.4331,150.8831,New South Wales,2022-01-08 08:38:34,0,apa millions single use ultra violet medicine,{'@TGAgovau'}
813,813,1479571094520549377,"@JonDaley7 Don't know enough on the healthy eating and treatments to comment.  However, I do know the vaccine provides a consistent and known response.  Unfortunately the cost to tailor a specific approach to an individual is too high and time consuming. Hence why the blanket vaccine.",dont know enough healthy eating treatments comment however know vaccine provides consistent known response unfounately cost tailor specific approach individual high time consuming hence blanket vaccine,-28.0167,153.4,Queensland,2022-01-08 08:50:12,0,dont know enough healthy eating comment however know vaccine consistent known response cost tailor specific approach individual high time consuming hence blanket vaccine,{'@JonDaley7'}
814,814,1479574290836066308,"@VicGovDH Medical advice is that the 1st vaccination will only provide kids under 12 with 30% effectiveness against Omicron, and 70% with the 2nd dose in 8 weeks?",medical advice vaccination provide kids effectiveness omicron dose weeks,-37.8136,144.9631,Victoria,2022-01-08 09:02:54,0,medical advice vaccination provide effectiveness omicron dose,{'@VicGovDH'}
815,815,1479579389083873282,It's a dangerous mindset to have because for some it will mean hospitalisation or worse - Should Australians be resigned to getting Omicron? Absolutely not  https://t.co/J4FqaQ8D7C,dangerous mindset mean hospitalisation worse australians resigned getting omicron absolutely,-42.8806,147.325,Tasmania,2022-01-08 09:23:10,0,dangerous mean worse resigned getting omicron absolutely,set()
816,816,1479580527409590273,"@vf_ronnie @amandajanewd @GregHuntMP PPE coming next week Vaccines coming next week Boosters coming next week Child vaccines coming next week RATs coming next week Support for HCW coming next week Extra Ambulance staff coming next week  Never, we've planned ahead and it's here already!",ppe coming next week vaccines coming next week boosters coming next week child vaccines coming next week rats coming next week suppo hcw coming next week extra ambulance staff coming next week never weve planned ahead already,-34.9289,138.6011,South Australia,2022-01-08 09:27:41,0,coming next week coming next week coming next week child coming next week coming next week coming next week extra ambulance staff coming next week never weve ahead already,"{'@vf_ronnie', '@GregHuntMP', '@amandajanewd'}"
817,817,1479581175429550081,"@CassyOConnorMP @teamswiftparrot Return to school needs to be delayed until kids have had at least 2 doses of vaccine. Meanwhile, a thorough audit and remediation of ventilation and air quality needs to be done at schools and childcare. This should have been done already.",return school needs delayed kids least doses vaccine meanwhile thorough audit remediation ventilation air quality needs done schools childcare done already,-42.8806,147.325,Tasmania,2022-01-08 09:30:16,0,return school needs least vaccine meanwhile thorough audit remediation ventilation air quality needs done done already,"{'@CassyOConnorMP', '@teamswiftparrot'}"
818,818,1479581768374128640,Did Morrison give $4 million to McGrath foundation and take breast screening off medicare?,morrison give million mcgrath foundation take breast screening medicare,-32.9167,151.75,New South Wales,2022-01-08 09:32:37,0,give million foundation take breast screening,set()
819,819,1479583705916006403,"@colleen_hess @BrennemanTracie @JemNicoleRN They work in fucking medicine! Yes, if they work in that industry then the science should trump their fkn religious beliefs.  Also which religion says don't get vaxxed? Cos I can't think of one.",work fucking medicine yes work industry science trump fkn religious beliefs also religion says dont get vaxxed cos cant think one,-38.15,144.35,Victoria,2022-01-08 09:40:19,0,work medicine yes work industry science trump religious also religion dont get cos cant think one,"{'@colleen_hess', '@JemNicoleRN', '@BrennemanTracie'}"
820,820,1479584113585655809,"Well if ""health officials"" weren't prepared for a worst case scenario they shouldn't be health officials.",well health officials werent prepared worst case scenario shouldnt health officials,-42.8806,147.325,Tasmania,2022-01-08 09:41:56,1,well health werent prepared worst case scenario shouldnt health,set()
821,821,1479586865694986240,@SandroDemaio It should be part  of Medicare.,by medication,-34.4331,150.8831,New South Wales,2022-01-08 09:52:52,0,medication,{'@SandroDemaio'}
822,822,1479586946506653697,"@ivanp983 @BenRothenberg If he chose not to take the vaccine, that is his right but he needs to accept the consequences. He is  a good tennis player. ""The greatest""? Not yet proven. The most disliked? Yes.",chose take vaccine right needs accept consequences good tennis player greatest yet proven disliked yes,-28.0167,153.4,Queensland,2022-01-08 09:53:12,1,chose take vaccine right needs accept good tennis player yet proven yes,"{'@ivanp983', '@BenRothenberg'}"
823,823,1479587183405064196,"Please people, go and get boosted. I know there are long waiting lists at pharmacies &amp; medical centres. I had an appointment at a medical centre that was a fortnight away but rang around and eventually found a pharmacy that could do myself and two other family members immediately",please people go get boosted know long waiting lists pharmacies amp medical centres appointment medical centre fonight away rang around eventually found pharmacy could two family members immediately,-34.4331,150.8831,New South Wales,2022-01-08 09:54:08,1,please people go get know long waiting medical appointment medical away rang around eventually found pharmacy could two family immediately,set()
824,824,1479587801066663936,@Olivethecatster @AM22PM @BenRothenberg Nope. As a public figure he chose to publicize his anti vax stance and his medical exemption on social media. So he chose to make 'his business' everyone's business.,nope public figure chose publicize anti vax stance medical exemption social media chose make business everyones business,-27.5667,151.95,Queensland,2022-01-08 09:56:35,0,nope public figure chose publicize anti stance medical exemption social media chose make business business,"{'@AM22PM', '@Olivethecatster', '@BenRothenberg'}"
825,825,1479589627602227201,@Schpantzy @MartynArch @_kim_mik @BenRothenberg Wrong... different application process now than the 9 other times. It's a global pandemic. He requires double vax now or a clear medical exemption (last year he required 2 weeks quaratine and 3 negative test results). He was unable to show proof to satisfy his medical exemption.,wrong different application process times global pandemic requires double vax clear medical exemption last year required weeks quaratine negative test results unable show proof satisfy medical exemption,-27.5667,151.95,Queensland,2022-01-08 10:03:51,0,wrong different application process times global pandemic double clear medical exemption last year negative test unable show proof satisfy medical exemption,"{'@Schpantzy', '@_kim_mik', '@BenRothenberg', '@MartynArch'}"
826,826,1479593646886244355,"@Inatzentrading @BenRothenberg Are you aware that there are several criteria for a medical exemption? Novak met one, the others may have met a different one. Issue is that novak's criteria is recognised by tennis aus but not recognized by the federal gov that controls int borders (caught covid in last 6 mths).",aware several criteria medical exemption novak met one others may met different one issue novaks criteria recognised tennis aus recognized federal gov controls int borders caught covid last mths,-19.2564,146.8183,Queensland,2022-01-08 10:19:49,0,aware several criteria medical exemption met one may met different one issue criteria tennis federal caught covid last,"{'@Inatzentrading', '@BenRothenberg'}"
827,827,1479594100399632385,I was wasn't a fan of his when in politics but I admire the fact he's thought to mention medical staff &amp; the other people suffering. So unlike another PM who sat &amp; laughed at us &amp; said we can just take personal responsibility.,wasnt fan politics admire fact hes thought mention medical staff amp people suffering unlike another pm sat amp laughed us amp said take personal responsibility,-34.9289,138.6011,South Australia,2022-01-08 10:21:37,0,wasnt fan politics admire fact thought mention medical staff people suffering unlike another sat us said take personal responsibility,set()
828,828,1479596518357102594,@andrea_weymouth SCUMO to end #Medicare one procedure at a time!! #ScottytheFailure,scumo end medicare one procedure time scottythefailure,-36.75,144.2667,Victoria,2022-01-08 10:31:14,0,end one procedure time,{'@andrea_weymouth'}
829,829,1479598050314108934,"Let me debunk the myth about living with the virus as a the new normal! There is nothing normal about increasing #mentalhealth issues, death, illness whether mild, moderate or severe,loss of income, fear,burnout -brought on by our inability to minimise the spread of #Omicron",let debunk myth living virus new normal nothing normal increasing mentalhealth issues death illness whether mild moderate severeloss income fearburnout brought inability minimise spread omicron,-27.5667,151.95,Queensland,2022-01-08 10:37:19,0,let debunk myth living virus new normal nothing normal increasing death illness whether mild moderate income brought inability spread omicron,set()
830,830,1479598512908091393,"@TurnbullMalcolm Hope your symptoms stay mild. I am double vaxxed, and have covid, and feel really unwell, just super glad I have had the vaccine, hate to think how I would have gone without it..",hope symptoms stay mild double vaxxed covid feel really unwell super glad vaccine hate think would gone without,-28.0167,153.4,Queensland,2022-01-08 10:39:09,1,hope stay mild double covid feel really unwell super glad vaccine hate think would gone without,{'@TurnbullMalcolm'}
831,831,1479606060969201665,"@papamenuisier @WonderDalek @JulesMGP27 @washingtonpost I'm vaxxed and boosted. Not eligible under 5 yo. Cannot Vax if cancer, medical condition, allergic. Novak CAN vaccinate and should.",im vaxxed boosted eligible yo cannot vax cancer medical condition allergic novak vaccinate,-37.8136,144.9631,Victoria,2022-01-08 11:09:09,1,eligible yo cannot cancer medical condition allergic vaccinate,"{'@papamenuisier', '@JulesMGP27', '@WonderDalek', '@washingtonpost'}"
832,832,1479607762510172163,"Actually, the people in that hotel are people who have been held on Nauru or Manus for many years; who’ve been found to be genuine refugees; and who’ve been brought to Australia, BY Australia, for medical treatment they WON’T get. Thanks #MorrisonDoesntGiveaRats",actually people hotel people held nauru manus many years whove found genuine refugees whove brought australia australia medical treatment wont get thanks morrisondoesntgivearats,-37.8136,144.9631,Victoria,2022-01-08 11:15:55,0,actually people hotel people manus many found genuine brought medical treatment wont get thanks,set()
833,833,1479607799541735426,"@HonAdepitan Agreed. However, his treatment is now looking like a victim of politics and power play. Tennis Australia granted him medical exemption, that shouldn’t have happened.",agreed however treatment looking like victim politics power play tennis australia granted medical exemption shouldnt happened,-34.4331,150.8831,New South Wales,2022-01-08 11:16:03,1,agreed however treatment looking like victim politics power play tennis medical exemption shouldnt,{'@HonAdepitan'}
834,834,1479615654592323586,"""Businesses didn't imagine their staff would get sick."" Seriously you can't make this shit up. - Tasmania's COVID wave reveals a border reopening plan and health system under strain  https://t.co/lzlIikdsYx via @ABCaustralia",businesses didnt imagine staff would get sick seriously cant make shit tasmanias covid wave reveals border reopening plan health system strain via,-42.8806,147.325,Tasmania,2022-01-08 11:47:16,0,didnt imagine staff would get sick seriously cant make covid wave border plan health system strain via,{'@ABCaustralia'}
835,835,1479619922061770752,@materialsister @medicalwomenuk A good doctor can't be trans It's an oxymoron Doctors rely on evidence based medicine these people rely on fairy tales,good doctor cant trans oxymoron doctors rely evidence based medicine people rely fairy tales,-41.4419,147.145,Tasmania,2022-01-08 12:04:14,1,good doctor cant oxymoron rely evidence based medicine people rely fairy tales,"{'@materialsister', '@medicalwomenuk'}"
836,836,1479620216887779331,"@TheySaid01 @ScottMorrisonMP If he wasn't preoccupied with his dumb photo ops I bet he could easily do it with NO empathy, NO compassion, NO taking responsibility, NOT doing his bloody job &amp; spending OUR money on US for medical needs (but as long as Jen can nip out to get things he needs it doesn't matter!)",wasnt preoccupied dumb photo ops bet could easily empathy compassion taking responsibility bloody job amp spending money us medical needs long jen nip get things needs doesnt matter,-37.8136,144.9631,Victoria,2022-01-08 12:05:24,1,wasnt preoccupied dumb photo bet could easily empathy compassion taking responsibility bloody job spending money us medical needs long nip get needs doesnt matter,"{'@ScottMorrisonMP', '@TheySaid01'}"
837,837,1479623371029573632,@mstrano They are the best medicine!,best medicine,-38.15,144.35,Victoria,2022-01-08 12:17:56,1,best medicine,{'@mstrano'}
838,838,1479627976547332098,"It's a RAT race. CW has kits (2pkt $20, limit one) Buy one &amp; go to text friends. Eldest chastises me for telling friends before she can buy one. Should be one pkt for each person named on Medicare card. #RATs #springst #auspol",rat race cw kits limit one buy one amp go text friends eldest chastises telling friends buy one one pkt person named medicare card rats springst auspol,-36.75,144.2667,Victoria,2022-01-08 12:36:14,1,rat race limit one buy one go text eldest telling buy one one person card,set()
839,839,1479629425406664704,@LouiseGrimmer @MonteBovill @abchobart I will only be going out for medical appointments and essentials.,going medical appointments essentials,-41.4419,147.145,Tasmania,2022-01-08 12:41:59,0,going medical,"{'@abchobart', '@LouiseGrimmer', '@MonteBovill'}"
840,840,1479632069256876032,Great article discusses COVID boosters and how they help protect against serious disease from Delta / Omicron.   https://t.co/L3gtTxjO4d  https://t.co/LrzwtZgzhW,great aicle discusses covid boosters help protect serious disease delta omicron,-27.5667,151.95,Queensland,2022-01-08 12:52:30,1,great covid help protect serious disease delta omicron,set()
841,841,1479633415158697984,"'On the question of competence, Morrison now finds himself jammed between his political need to consign COVID to the past, and the reality of the Omicron wave. It is not going well.'  Excellent piece from The Conversation    https://t.co/17r7iu7LaL",question competence morrison finds jammed political need consign covid past reality omicron wave going well excellent piece conversation,-42.8806,147.325,Tasmania,2022-01-08 12:57:51,1,question competence political need consign covid past reality omicron wave going well excellent piece conversation,set()
842,842,1479636855704281091,@bstokley14 Legally not allowed to enter Australia as federal government and border control here do not acknowledge getting covid in the last 6 months as a reason to enter Australia.  It is be vaxed or legit medical reason.,legally allowed enter australia federal government border control acknowledge getting covid last months reason enter australia vaxed legit medical reason,-34.4331,150.8831,New South Wales,2022-01-08 13:11:31,0,legally enter federal government border control acknowledge getting covid last reason enter legit medical reason,{'@bstokley14'}
843,843,1479639820238348290,"@AdamCoffeyNT But it's better economically for the government to step in. The private market, as this article points out, have no obligation to plan ahead. Health crisis = economic crisis. And this is why we pay a 2% Medicare levy.",better economically government step private market aicle points obligation plan ahead health crisis economic crisis pay medicare levy,-36.75,144.2667,Victoria,2022-01-08 13:23:18,0,better economically government step private market obligation plan ahead health crisis economic crisis pay levy,{'@AdamCoffeyNT'}
844,844,1479640181992878082,"This is what is keeping locals at home - Tourists not deterred by Omicron COVID-19 outbreak, with many eyeing regional areas  https://t.co/UMTvRHgjbV",keeping locals home tourists deterred omicron covidoutbreak many eyeing regional areas,-42.8806,147.325,Tasmania,2022-01-08 13:24:44,0,keeping home omicron many regional,set()
845,845,1479643126851522562,I know that having a PHD allows you to use Dr in your title… but more and more over the past 2 years I truly wish there was a way to differentiate between a medical dr &amp; a “History PHD” Dr. Too many people on the internet see “Dr” and just assume they are certified medical ppl.,know phd allows use dr title past years truly wish way differentiate medical dr amp history phd dr many people internet see dr assume ceified medical ppl,-34.4331,150.8831,New South Wales,2022-01-08 13:36:26,1,know use title past truly wish way differentiate medical history many people see assume medical,set()
846,846,1479644045580247041,"The path to Tyranny is paved with unelected bureaucrats imposing lockdowns, vaccine mandates, restrictions, density limits, and a host of other edicts on an unsuspecting population - all under the guise of “keeping us safe”. Be VERY concerned. @CraigKellyMP",path tyranny paved unelected bureaucrats imposing lockdowns vaccine mandates restrictions density limits host edicts unsuspecting population guise keeping us safe concerned,-28.0167,153.4,Queensland,2022-01-08 13:40:05,0,path tyranny unelected imposing vaccine density host unsuspecting population guise keeping us safe concerned,{'@CraigKellyMP'}
847,847,1479646708841676800,"@ducky3612 @JennyandFreedom I had Christmas Lunch with five unvaccinated people. They are not ill, and neither am I. Twenty of us gathered that day. Even if I DO contract Omicron/Delta, I will NOT be sheeting the blame to them! @CraigKellyMP",christmas lunch five unvaccinated people ill neither twenty us gathered day even contract omicrondelta sheeting blame,-27.5667,151.95,Queensland,2022-01-08 13:50:40,0,lunch five unvaccinated people ill neither twenty us day even contract sheeting blame,"{'@JennyandFreedom', '@CraigKellyMP', '@ducky3612'}"
848,848,1479647177479647235,@VizDrath @nickjcasey And it was in my Medicare record when I got home!,medicare record got home,-36.75,144.2667,Victoria,2022-01-08 13:52:32,0,record got home,"{'@nickjcasey', '@VizDrath'}"
849,849,1479649694611427331,"@StageDiveScotty @spacing_effect @JohnPoveromo This is awesome. I've watched a bit but it goes for so long, so I've decided I'm gonna save it for when I go back to work on Monday and listen to it while I type up my medical notes 😁",awesome ive watched bit goes long ive decided im gonna save go back work monday listen type medical notes,-37.8136,144.9631,Victoria,2022-01-08 14:02:32,1,awesome watched bit goes long decided save go back work listen type medical,"{'@spacing_effect', '@StageDiveScotty', '@JohnPoveromo'}"
850,850,1479649857220476928,"@criprights @gemcarey @CraigWtweets Is that a possible very complex, corporate, connected yet some how not responsible for outcomes to long covid suffers medical conditons or wellbeing lucrative government IME contract I smell in the wind?",possible complex corporate connected yet responsible outcomes long covid suffers medical conditons wellbeing lucrative government ime contract smell wind,-19.2564,146.8183,Queensland,2022-01-08 14:03:11,0,possible complex corporate connected yet responsible long covid medical lucrative government contract smell wind,"{'@gemcarey', '@criprights', '@CraigWtweets'}"
851,851,1479651809404674051,"@Codlegde @nesorigins @hopefield3 @MartinDaubney You should look outside your box at other countries like here in Oz,55K medical staff stood down for exercising constitutional right of body autonomy but those who love a Chinese social credit system want to throw out their rights.  https://t.co/994fTCJ1Tv",look outside box countries like ozmedical staff stood exercising constitutional right body autonomy love chinese social credit system want throw rights,-37.8136,144.9631,Victoria,2022-01-08 14:10:56,1,look outside box like staff stood constitutional right body autonomy love social credit system want throw,"{'@Codlegde', '@MartinDaubney', '@hopefield3', '@nesorigins'}"
852,852,1479653064696991747,"@CmonMick @lt_mac @grumpy_oldmanme @alexmitchy_ FYI,  fully vaccinated people can infect others. The vaccine doesn't work fool. 🤣",fyi fully vaccinated people infect others vaccine doesnt work fool,-28.0167,153.4,Queensland,2022-01-08 14:15:55,0,fully people infect vaccine doesnt work fool,"{'@CmonMick', '@alexmitchy_', '@lt_mac', '@grumpy_oldmanme'}"
853,853,1479655343634354178,@Medical_Int And don’t they know it. 🤣  https://t.co/f5KEuiEPZG,dont know,-41.4419,147.145,Tasmania,2022-01-08 14:24:59,0,dont know,{'@Medical_Int'}
854,854,1479673965928849408,To understand what the Libs would do with Medicare if they could observe what they are doing with RATs. They sincerely believe you should only get the healthcare you can afford,understand libs would medicare could observe rats sincerely believe get healthcare afford,-34.9289,138.6011,South Australia,2022-01-08 15:38:59,0,understand would could observe sincerely believe get afford,set()
855,855,1479675305694429184,Booster Shot done💯  A big thanks to all the medical staff you guys are doing a really great and tough jobs🙏 I wish you all more strength and energy!!    A big thanks to @SAHealth @marshall_steven  I really appreciate the help and service you have provided over this pandemic.  https://t.co/GzWg9YGKsR,booster shot done big thanks medical staff guys really great tough jobs wish strength energy big thanks really appreciate help service provided pandemic,-34.9289,138.6011,South Australia,2022-01-08 15:44:18,1,booster shot done big thanks medical staff really great tough wish strength energy big thanks really appreciate help service provided pandemic,"{'@SAHealth', '@marshall_steven'}"
856,856,1479678397903110144,@JennaEllisEsq Still waiting on Trump health plan.,still waiting trump health plan,-42.8806,147.325,Tasmania,2022-01-08 15:56:35,0,still waiting trump health plan,{'@JennaEllisEsq'}
